point_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,lithology_factor,fault_dist_km,river_dist_km,ndvi,soil_thickness_m,rain_24h_mm,rain_72h_ari_mm,soil_moisture_pct,factor_of_safety,landslide_occurred,hazard_severity
PT-0921,Nagaland,25.76549,94.12696,2061,52.48,63,0.82,7.17,0.56,0.31,1.36,12.4,45.1,52.3,1.56,0,LOW
PT-0922,Mizoram,23.64223,93.14307,1891,44.78,118,0.79,3.01,1.6,0.37,2.63,47.7,125.4,73.0,0.98,1,HIGH
PT-0923,Mizoram,23.36615,92.91797,2476,25.9,175,0.83,4.53,1.39,0.59,2.33,60.8,175.0,85.5,1.51,0,LOW
PT-0924,Manipur,24.86206,93.90481,2450,39.4,140,0.84,3.86,0.58,0.44,2.03,136.9,192.2,89.3,1.15,1,SEVERE
PT-0925,Tripura,24.17568,91.27626,1566,19.63,10,0.63,9.22,2.01,0.52,1.56,22.8,202.3,89.3,2.43,0,LOW
PT-0926,Meghalaya,24.77296,92.46259,2013,26.83,100,0.9,12.88,0.87,0.57,1.2,9.2,138.9,71.1,2.38,0,LOW
PT-0927,Nagaland,25.7103,93.69617,2320,41.46,223,0.86,8.69,0.58,0.37,2.15,4.8,28.4,52.8,1.27,0,LOW
PT-0928,Meghalaya,24.85589,92.3243,2158,31.97,8,0.89,3.74,1.6,0.41,1.22,13.0,48.5,55.3,2.17,0,LOW
PT-0929,Arunachal Pradesh,27.84785,91.43326,2231,49.13,4,0.79,1.97,0.67,0.39,2.1,22.7,65.3,59.1,1.14,0,MODERATE
PT-0930,Meghalaya,24.80031,92.49076,2513,27.19,236,0.78,3.68,0.33,0.48,2.41,8.0,85.3,58.8,1.66,0,LOW
PT-0931,Tripura,23.95467,91.83795,1267,26.25,206,0.71,7.57,1.46,0.53,2.73,90.9,172.8,80.5,1.42,0,LOW
PT-0932,Manipur,24.86027,94.44951,2197,39.43,37,0.91,4.15,0.73,0.44,1.91,23.4,90.3,61.9,1.36,0,LOW
PT-0933,Sikkim,26.98868,88.93009,1887,42.02,302,0.94,5.46,1.46,0.37,1.54,12.9,100.3,66.9,1.47,0,LOW
PT-0934,Tripura,24.17547,91.69588,1887,27.11,26,0.58,6.39,1.44,0.46,1.82,120.1,281.5,98.0,1.57,0,LOW
PT-0935,Nagaland,25.79788,93.81573,2133,30.49,245,0.81,3.51,0.75,0.5,1.02,68.2,175.9,79.3,2.35,0,LOW
PT-0936,Assam (Dima Hasao),25.32681,92.85552,2125,28.59,313,0.85,6.43,0.7,0.44,2.14,28.8,124.2,75.0,1.55,0,LOW
PT-0937,Sikkim,27.52958,88.65759,1854,41.94,78,0.97,3.19,1.49,0.39,2.59,7.7,173.7,79.1,1.0,0,MODERATE
PT-0938,Manipur,24.99091,93.68429,2144,39.13,68,0.83,5.11,0.98,0.48,1.33,14.7,180.9,79.8,1.63,0,LOW
PT-0939,Nagaland,25.27607,93.43495,1555,37.12,112,0.89,12.43,2.04,0.44,1.18,114.8,231.6,98.0,1.72,1,SEVERE
PT-0940,Tripura,24.4668,91.5597,1445,11.32,169,0.66,6.99,0.43,0.68,2.58,16.4,129.4,77.4,3.0,0,LOW
PT-0941,Assam (Dima Hasao),25.54792,92.93065,2847,32.53,153,0.86,7.22,0.95,0.55,1.66,9.8,49.2,53.1,1.78,0,LOW
PT-0942,Assam (Dima Hasao),25.6269,92.70849,1576,49.17,357,0.87,5.13,1.66,0.33,1.73,8.9,103.3,72.0,1.25,0,LOW
PT-0943,Nagaland,26.00996,94.50135,2290,46.17,221,0.83,4.1,0.16,0.44,1.26,105.6,201.8,94.0,1.51,1,SEVERE
PT-0944,Assam (Dima Hasao),25.05638,93.42934,2493,32.66,84,0.83,6.28,1.35,0.53,1.22,66.9,106.7,67.8,2.04,0,LOW
PT-0945,Nagaland,26.20125,94.34231,1974,37.6,26,0.8,2.99,0.38,0.51,1.81,42.2,116.1,71.3,1.4,0,LOW
PT-0946,Sikkim,26.92827,88.37172,2958,58.0,42,0.98,4.38,1.83,0.22,1.37,240.0,272.7,98.0,1.43,1,SEVERE
PT-0947,Nagaland,26.07816,93.73133,2354,48.4,133,0.83,6.24,1.18,0.35,1.49,25.0,95.9,62.7,1.44,0,LOW
PT-0948,Tripura,24.29232,91.6805,1693,19.76,205,0.61,12.67,1.77,0.64,2.47,30.9,161.9,76.0,2.01,0,LOW
PT-0949,Sikkim,27.43522,88.14126,2509,48.38,76,0.92,2.83,0.8,0.32,1.53,26.4,194.8,89.5,1.3,1,SEVERE
PT-0950,Mizoram,24.24492,92.36173,2215,38.06,80,0.85,3.86,0.2,0.49,2.77,83.7,175.2,88.2,0.97,1,SEVERE
PT-0951,Arunachal Pradesh,27.51953,92.22894,1791,43.65,337,0.78,7.68,1.29,0.42,1.02,47.9,131.5,73.8,1.93,0,LOW
PT-0952,Arunachal Pradesh,27.1578,92.31106,2815,44.64,142,0.9,4.69,0.98,0.42,2.39,41.0,117.5,65.9,1.07,0,MODERATE
PT-0953,Tripura,24.24588,92.41313,1898,27.27,348,0.66,9.33,1.16,0.53,2.96,32.6,148.6,77.0,1.34,0,LOW
PT-0954,Sikkim,27.27594,88.86293,2142,33.08,233,0.79,3.01,0.96,0.49,2.74,105.3,273.6,98.0,1.02,0,MODERATE
PT-0955,Assam (Dima Hasao),25.67771,93.41176,2295,36.0,333,0.93,8.24,1.5,0.46,1.87,13.0,64.6,62.4,1.47,0,LOW
PT-0956,Assam (Dima Hasao),25.04638,92.92601,1863,48.05,140,0.87,9.74,2.07,0.27,2.91,39.5,184.5,88.3,0.82,1,SEVERE
PT-0957,Sikkim,27.32596,88.69621,2175,32.71,59,0.95,8.5,0.92,0.51,1.39,5.6,91.5,63.4,1.9,0,LOW
PT-0958,Assam (Dima Hasao),25.70589,92.43483,2449,43.55,132,0.79,4.86,0.64,0.33,1.94,21.3,162.5,78.6,1.18,0,MODERATE
PT-0959,Nagaland,25.17147,93.57668,2733,51.75,122,0.81,6.18,1.69,0.28,1.39,20.2,117.8,74.3,1.45,0,LOW
PT-0960,Tripura,23.93294,91.82749,1305,16.09,182,0.69,7.09,0.91,0.57,3.08,46.0,163.4,85.6,2.06,0,LOW
PT-0961,Nagaland,26.27055,93.58475,2521,34.02,353,0.91,4.13,2.04,0.49,1.07,40.7,127.0,76.0,2.12,0,LOW
PT-0962,Manipur,24.91483,93.64817,1671,29.61,357,0.8,15.41,0.58,0.53,3.01,73.7,152.6,80.0,1.21,0,MODERATE
PT-0963,Assam (Dima Hasao),25.64996,92.45366,2446,38.7,8,0.96,10.79,1.46,0.41,2.84,43.8,72.9,64.5,1.09,0,MODERATE
PT-0964,Nagaland,25.79146,93.95812,2018,30.03,174,0.82,6.66,1.75,0.52,1.54,27.7,49.1,51.9,2.0,0,LOW
PT-0965,Mizoram,23.91779,93.30808,1593,35.4,78,0.83,7.54,2.16,0.53,1.8,67.1,149.2,73.1,1.45,0,LOW
PT-0966,Mizoram,23.5133,92.96416,1607,51.85,308,0.89,3.06,0.34,0.39,2.69,6.6,116.7,71.5,0.9,1,HIGH
PT-0967,Nagaland,25.35782,93.72182,1793,44.15,277,0.98,2.71,1.6,0.45,2.91,118.4,242.0,94.2,0.82,1,SEVERE
PT-0968,Manipur,25.56276,93.46888,1951,44.83,336,0.86,6.38,0.39,0.31,3.08,111.0,133.0,77.4,0.87,1,HIGH
PT-0969,Manipur,25.31036,93.73714,1887,29.9,126,0.81,3.46,1.46,0.51,2.91,5.8,56.8,59.6,1.39,0,LOW
PT-0970,Meghalaya,25.39543,92.74661,1824,33.72,208,0.73,5.05,0.67,0.52,2.71,39.7,64.5,56.3,1.31,0,LOW
PT-0971,Manipur,24.89097,94.05334,2425,33.74,302,0.87,5.16,0.67,0.49,2.96,16.5,131.4,68.9,1.17,0,MODERATE
PT-0972,Nagaland,25.56665,93.6194,2348,38.93,94,0.96,4.67,2.13,0.39,2.56,14.4,37.1,48.9,1.23,0,MODERATE
PT-0973,Manipur,24.81955,93.68176,2014,47.49,333,0.83,3.29,1.56,0.34,1.75,7.9,129.8,69.8,1.26,0,LOW
PT-0974,Arunachal Pradesh,27.37013,91.74335,1894,37.9,227,0.85,6.38,0.41,0.42,1.41,47.6,102.7,67.5,1.66,0,LOW
PT-0975,Mizoram,23.64494,92.41253,2283,35.97,30,0.92,4.66,0.53,0.39,1.63,9.7,151.6,78.1,1.5,0,LOW
PT-0976,Nagaland,25.78378,93.80741,1864,33.95,352,0.97,7.07,2.12,0.43,2.06,7.2,151.1,79.7,1.33,0,LOW
PT-0977,Manipur,24.92265,94.55822,2080,20.55,56,0.84,4.16,0.64,0.51,2.9,18.6,100.2,62.7,1.96,0,LOW
PT-0978,Nagaland,25.36947,93.72938,1616,43.63,342,0.98,7.34,1.31,0.45,3.03,49.0,64.6,63.8,0.96,1,HIGH
PT-0979,Arunachal Pradesh,27.90219,92.17362,2494,38.0,246,0.76,1.79,0.74,0.48,1.55,31.4,150.2,79.7,1.48,0,LOW
PT-0980,Arunachal Pradesh,27.09531,91.81623,2587,45.86,23,0.89,2.6,1.69,0.37,2.08,41.3,170.1,78.5,1.09,0,MODERATE
PT-0981,Meghalaya,24.78757,92.79986,2406,38.16,37,0.75,14.66,1.25,0.47,1.49,23.2,44.2,49.8,1.7,0,LOW
PT-0982,Manipur,24.80433,93.75649,1927,31.04,107,0.81,9.43,1.38,0.43,1.55,68.6,238.4,94.9,1.6,0,LOW
PT-0983,Tripura,24.1468,91.89929,1259,19.63,3,0.72,7.68,2.18,0.63,2.95,35.0,87.8,65.1,2.0,0,LOW
PT-0984,Sikkim,27.24253,88.41875,2570,36.88,356,0.81,5.36,2.16,0.45,2.47,86.4,140.0,71.3,1.17,0,MODERATE
PT-0985,Meghalaya,24.74503,92.01089,2347,41.61,338,0.82,5.61,0.17,0.44,2.59,70.7,211.3,94.8,0.92,1,SEVERE
PT-0986,Manipur,24.84472,93.49592,1899,44.91,3,0.82,3.09,0.47,0.43,1.92,8.6,35.7,52.0,1.29,0,LOW
PT-0987,Manipur,24.93511,94.39512,2552,37.08,284,0.97,4.89,1.99,0.46,3.12,20.0,109.8,72.4,1.02,0,MODERATE
PT-0988,Assam (Dima Hasao),25.71434,92.91986,1625,24.77,142,0.82,6.33,2.05,0.59,2.84,17.5,160.0,79.8,1.47,0,LOW
PT-0989,Nagaland,26.12967,93.52842,1457,33.49,117,0.95,4.41,1.9,0.48,1.87,37.1,186.9,81.6,1.42,0,LOW
PT-0990,Meghalaya,25.15683,92.03816,2605,47.48,260,0.9,5.16,0.26,0.36,1.18,4.9,63.0,59.3,1.74,0,LOW
PT-0991,Meghalaya,24.56282,92.34861,1896,38.16,112,0.87,3.43,0.41,0.42,1.93,8.6,149.0,77.4,1.29,0,LOW
PT-0992,Mizoram,24.3113,92.51522,2211,41.12,13,0.93,5.74,1.91,0.44,1.18,67.8,187.9,82.1,1.72,1,SEVERE
PT-0993,Assam (Dima Hasao),25.14694,93.37645,2302,20.25,331,0.83,7.87,1.67,0.6,2.58,19.1,145.0,79.8,1.87,0,LOW
PT-0994,Mizoram,24.02304,92.42296,2526,51.82,307,0.9,4.74,0.7,0.32,2.69,87.0,149.7,79.2,0.87,1,HIGH
PT-0995,Sikkim,27.10694,88.56265,2252,33.59,22,0.9,2.01,0.65,0.43,1.76,22.4,122.5,72.3,1.54,0,LOW
PT-0996,Manipur,25.11327,93.56753,2455,26.55,261,0.84,3.97,1.49,0.51,2.81,21.9,43.8,56.8,1.6,0,LOW
PT-0997,Tripura,23.38364,91.4995,2078,13.52,285,0.62,7.1,2.2,0.68,2.71,43.5,145.3,73.2,2.83,0,LOW
PT-0998,Sikkim,27.05137,88.05638,2512,47.37,270,0.8,4.03,1.21,0.28,2.38,97.2,141.5,80.6,0.97,1,HIGH
PT-0999,Tripura,24.37654,91.54882,2232,30.12,96,0.64,6.17,0.66,0.44,1.14,32.9,96.6,63.0,2.31,0,LOW
PT-1000,Mizoram,23.60917,92.30031,2564,40.36,66,0.84,6.03,1.21,0.37,1.68,8.7,167.8,85.1,1.32,1,SEVERE
PT-1001,Mizoram,24.25454,92.86796,2904,50.03,191,0.92,7.83,0.19,0.32,1.5,20.3,148.0,75.5,1.37,0,LOW
PT-1002,Sikkim,27.5324,88.5638,2849,37.28,148,0.88,10.05,1.21,0.51,1.05,5.8,60.6,60.3,2.12,0,LOW
PT-1003,Meghalaya,25.5065,92.09052,1874,35.38,312,0.9,3.36,1.55,0.38,2.51,95.9,150.3,82.2,1.13,0,MODERATE
PT-1004,Assam (Dima Hasao),25.73368,93.39873,2426,38.14,300,0.82,7.09,0.93,0.39,1.31,5.0,119.0,71.4,1.72,0,LOW
PT-1005,Nagaland,25.73325,94.11775,2610,42.19,323,0.94,4.2,0.38,0.42,3.2,26.1,46.8,51.1,1.02,0,MODERATE
PT-1006,Nagaland,26.18176,94.12425,2146,26.36,167,0.98,2.75,2.12,0.59,2.71,28.6,45.0,59.0,1.62,0,LOW
PT-1007,Assam (Dima Hasao),25.55442,93.60672,2055,38.5,212,0.78,4.34,1.35,0.5,1.54,32.0,163.0,78.5,1.49,0,LOW
PT-1008,Mizoram,24.10765,92.82529,2011,55.88,1,0.95,5.65,0.92,0.3,1.76,8.4,123.0,75.1,1.21,0,MODERATE
PT-1009,Mizoram,23.25063,92.46069,2627,41.08,175,0.94,5.01,1.69,0.39,1.38,47.4,162.5,80.8,1.54,1,SEVERE
PT-1010,Nagaland,25.36817,93.72002,2284,37.43,130,0.98,5.47,1.9,0.41,2.14,68.7,220.6,94.8,1.12,1,SEVERE
PT-1011,Arunachal Pradesh,27.26518,92.37271,2734,26.4,23,0.82,1.75,1.67,0.52,2.86,47.5,206.8,86.0,1.32,0,LOW
PT-1012,Assam (Dima Hasao),25.00359,92.8874,1621,24.19,13,0.84,6.89,0.25,0.62,1.47,39.5,96.4,64.6,2.35,0,LOW
PT-1013,Sikkim,27.71088,88.61089,2686,45.97,248,0.91,3.66,1.7,0.39,1.31,37.2,95.7,68.6,1.58,0,LOW
PT-1014,Sikkim,26.86899,88.36481,2061,29.45,229,0.94,3.05,0.6,0.56,3.01,28.8,111.0,66.5,1.33,0,LOW
PT-1015,Arunachal Pradesh,27.71741,91.39896,2542,49.77,353,0.86,3.83,0.2,0.31,2.24,41.1,103.3,64.5,1.06,0,MODERATE
PT-1016,Sikkim,27.58758,88.54373,2904,41.55,206,0.93,5.06,1.41,0.42,2.69,23.6,167.4,79.8,0.98,1,SEVERE
PT-1017,Tripura,23.42759,91.87665,2194,34.03,296,0.61,13.59,0.62,0.44,1.23,34.7,100.8,68.4,1.96,0,LOW
PT-1018,Assam (Dima Hasao),25.71395,93.47865,2446,46.14,114,0.82,4.38,2.14,0.35,2.23,23.4,153.8,83.7,1.02,1,HIGH
PT-1019,Tripura,23.506,92.01829,1806,18.48,15,0.66,6.48,0.55,0.61,3.19,46.7,115.5,72.0,1.96,0,LOW
PT-1020,Arunachal Pradesh,27.76023,92.32823,2275,33.11,287,0.87,6.02,2.16,0.53,2.97,44.9,79.3,58.9,1.26,0,LOW
PT-1021,Manipur,25.06961,94.0791,1969,40.47,302,0.94,4.97,0.41,0.44,1.21,42.5,114.4,71.5,1.76,0,LOW
PT-1022,Assam (Dima Hasao),24.58792,92.98831,2259,24.99,351,0.94,7.64,1.8,0.51,1.74,10.4,164.5,84.0,1.87,0,LOW
PT-1023,Manipur,25.30976,93.70872,1840,39.86,260,0.84,8.73,1.89,0.47,1.36,5.0,130.2,73.8,1.62,0,LOW
PT-1024,Manipur,25.74881,93.88714,2128,41.74,198,0.89,3.2,1.5,0.45,1.74,43.5,66.4,55.3,1.42,0,LOW
PT-1025,Sikkim,27.46448,88.3351,2730,39.26,164,0.79,3.31,0.47,0.44,1.43,29.3,112.1,66.1,1.62,0,LOW
PT-1026,Arunachal Pradesh,27.24461,91.58576,2383,52.72,226,0.84,2.74,0.22,0.38,2.95,39.3,122.2,68.2,0.86,1,HIGH
PT-1027,Meghalaya,24.92346,92.42656,2448,48.74,320,0.9,9.6,2.04,0.42,2.24,8.0,151.3,73.5,1.03,0,MODERATE
PT-1028,Mizoram,23.20059,92.34432,2443,41.6,67,0.96,3.74,1.6,0.35,1.76,9.9,114.8,66.0,1.36,0,LOW
PT-1029,Sikkim,26.9759,89.19533,1981,51.44,40,0.9,2.0,0.34,0.36,1.52,55.4,92.2,65.2,1.39,0,LOW
PT-1030,Arunachal Pradesh,27.43118,91.47846,2578,29.05,279,0.78,2.27,0.2,0.58,2.9,7.6,87.9,64.4,1.39,0,LOW
PT-1031,Nagaland,25.59739,93.73171,2290,46.77,349,0.85,2.77,1.09,0.3,1.31,78.3,203.4,86.5,1.49,1,SEVERE
PT-1032,Meghalaya,24.60021,92.76075,1509,26.12,301,0.84,3.7,1.42,0.49,3.05,42.5,113.6,73.3,1.42,0,LOW
PT-1033,Tripura,23.60064,91.76122,1077,33.05,276,0.58,6.31,1.18,0.48,3.19,20.7,130.2,73.1,1.12,0,MODERATE
PT-1034,Sikkim,27.32139,88.84338,2132,31.74,206,0.92,14.99,1.05,0.52,1.89,15.6,97.4,69.2,1.56,0,LOW
PT-1035,Meghalaya,25.54212,91.77855,1721,36.66,73,0.75,7.79,0.48,0.47,1.72,240.0,367.0,98.0,1.3,1,SEVERE
PT-1036,Sikkim,27.66274,88.64689,2323,38.66,135,0.86,2.41,0.25,0.45,3.06,42.3,111.3,68.5,1.02,0,MODERATE
PT-1037,Tripura,24.22596,92.39587,1556,17.33,349,0.58,7.41,1.38,0.57,2.2,8.6,170.8,78.0,2.38,0,LOW
PT-1038,Arunachal Pradesh,27.93806,92.39168,2103,42.06,277,0.81,4.68,1.61,0.36,3.13,18.4,133.3,77.8,0.9,1,HIGH
PT-1039,Nagaland,25.85672,93.73028,2295,30.01,234,0.98,5.98,0.18,0.52,1.2,15.6,120.4,71.0,2.18,0,LOW
PT-1040,Tripura,23.55519,92.17293,1642,25.04,315,0.62,7.2,0.26,0.56,2.58,25.8,141.5,76.1,1.57,0,LOW
PT-1041,Meghalaya,25.53843,92.44951,2219,27.9,78,0.9,3.55,1.18,0.47,3.19,51.5,119.0,71.4,1.32,0,LOW
PT-1042,Manipur,25.43226,94.23881,1806,39.89,356,0.84,3.08,1.98,0.4,3.19,48.3,176.4,84.5,0.89,1,SEVERE
PT-1043,Sikkim,27.53761,88.2015,2141,45.77,175,0.95,2.78,0.48,0.37,2.01,7.6,159.0,81.1,1.11,1,HIGH
PT-1044,Meghalaya,25.27596,92.52074,2380,42.2,294,0.9,7.1,1.84,0.35,3.07,115.9,225.4,90.6,0.84,1,SEVERE
PT-1045,Manipur,24.85731,93.51553,1847,35.17,272,0.94,6.2,2.06,0.41,3.08,173.1,216.5,97.1,0.91,1,SEVERE
PT-1046,Assam (Dima Hasao),25.612,92.67672,1911,22.14,189,0.78,8.92,2.07,0.5,2.56,1.3,122.9,72.2,1.81,0,LOW
PT-1047,Manipur,25.79949,94.09042,2160,44.56,249,0.94,3.85,0.65,0.3,1.67,44.5,207.0,93.8,1.22,1,SEVERE
PT-1048,Nagaland,26.19158,93.52584,2212,30.43,24,0.84,6.97,0.8,0.45,2.75,22.6,102.7,63.5,1.37,0,LOW
PT-1049,Mizoram,23.66441,92.50212,2347,38.32,88,0.84,8.23,1.82,0.43,2.86,13.6,98.9,70.3,1.06,0,MODERATE
PT-1050,Sikkim,26.74927,88.74492,2211,46.08,329,0.94,2.83,1.72,0.3,2.71,24.1,126.4,77.8,0.92,1,HIGH
PT-1051,Tripura,23.99378,91.97609,1202,32.42,3,0.58,6.35,1.87,0.48,2.88,8.9,46.5,53.5,1.34,0,LOW
PT-1052,Manipur,25.1593,94.56666,1780,44.52,212,0.95,4.49,1.03,0.35,1.37,20.6,91.3,67.5,1.55,0,LOW
PT-1053,Mizoram,23.76962,92.51744,1723,23.53,162,0.93,7.41,0.7,0.55,1.67,10.3,39.0,55.5,2.34,0,LOW
PT-1054,Arunachal Pradesh,27.01047,92.36909,2343,46.12,79,0.88,2.67,0.58,0.39,1.51,10.9,170.7,86.4,1.34,1,SEVERE
PT-1055,Nagaland,26.03917,94.43218,2180,39.72,174,0.9,4.34,1.43,0.41,2.62,17.8,79.7,62.7,1.12,0,MODERATE
PT-1056,Manipur,25.12299,94.16395,1939,37.13,353,0.98,3.63,1.04,0.46,1.97,33.9,73.6,56.3,1.43,0,LOW
PT-1057,Arunachal Pradesh,27.99516,92.43175,1587,39.17,147,0.76,9.47,1.2,0.47,1.38,84.7,221.3,90.6,1.52,1,SEVERE
PT-1058,Nagaland,25.23155,94.1179,1817,46.81,320,0.86,2.74,0.89,0.28,1.2,15.2,56.6,59.6,1.72,0,LOW
PT-1059,Tripura,23.73401,91.88902,1355,26.81,44,0.66,6.49,0.48,0.5,2.02,181.1,288.8,98.0,1.48,0,LOW
PT-1060,Meghalaya,24.96469,92.79529,1949,42.22,316,0.75,7.44,1.9,0.44,1.84,15.8,47.7,51.0,1.38,0,LOW
PT-1061,Meghalaya,25.37195,92.91242,1887,33.15,234,0.87,3.75,1.75,0.51,3.04,48.5,221.4,98.0,0.96,1,SEVERE
PT-1062,Arunachal Pradesh,27.19815,91.43623,2126,58.0,109,0.87,6.83,2.11,0.3,2.76,31.3,152.0,75.8,0.86,1,HIGH
PT-1063,Meghalaya,24.79375,91.95988,1612,29.33,125,0.89,8.04,1.23,0.48,3.07,6.5,141.1,75.7,1.25,0,LOW
PT-1064,Tripura,23.58264,92.21989,2518,21.57,292,0.6,11.01,1.31,0.64,2.1,10.2,172.6,84.0,1.91,0,LOW
PT-1065,Tripura,23.32323,91.93525,1786,21.85,169,0.58,11.78,1.08,0.57,2.09,33.7,196.4,86.5,1.87,0,LOW
PT-1066,Assam (Dima Hasao),24.7268,92.44369,1190,25.92,68,0.92,5.27,1.76,0.59,2.21,107.4,166.2,82.1,1.59,0,LOW
PT-1067,Tripura,23.94235,91.8571,1573,19.69,107,0.67,9.2,1.94,0.61,1.79,38.3,205.8,93.3,2.17,0,LOW
PT-1068,Sikkim,26.97239,88.33376,3019,36.55,330,0.8,4.13,1.77,0.42,2.01,102.7,275.1,98.0,1.16,1,SEVERE
PT-1069,Nagaland,25.10741,93.56906,1881,27.47,300,0.95,5.23,0.29,0.47,1.61,28.0,52.4,59.8,2.03,0,LOW
PT-1070,Sikkim,27.42186,89.19061,2534,51.92,255,0.8,10.56,0.4,0.25,1.33,11.6,46.1,57.0,1.57,0,LOW
PT-1071,Tripura,23.81213,92.15319,1843,28.37,344,0.55,6.3,0.95,0.45,1.4,63.9,152.6,80.8,1.97,0,LOW
PT-1072,Tripura,24.43888,91.48754,1314,17.31,18,0.59,6.53,0.9,0.56,1.03,52.6,177.3,82.0,3.0,0,LOW
PT-1073,Nagaland,25.25956,94.332,2301,40.46,11,0.96,5.37,1.41,0.36,1.74,54.7,231.7,92.5,1.25,1,SEVERE
PT-1074,Mizoram,23.57069,92.13054,1994,42.19,187,0.97,3.88,0.9,0.44,2.78,5.1,173.7,85.4,0.92,1,SEVERE
PT-1075,Arunachal Pradesh,27.13384,92.08347,2341,42.61,49,0.77,3.01,0.4,0.35,3.06,38.8,117.7,73.5,0.92,1,HIGH
PT-1076,Meghalaya,24.76442,91.79245,1796,50.65,79,0.74,14.74,2.05,0.32,1.8,13.1,109.8,64.8,1.23,0,MODERATE
PT-1077,Sikkim,27.26174,88.86586,2458,48.79,302,0.78,2.65,0.37,0.31,2.43,20.4,78.5,65.9,1.01,0,MODERATE
PT-1078,Sikkim,26.9962,88.8524,2528,40.74,63,0.78,3.13,2.0,0.48,2.24,25.3,110.1,72.1,1.15,0,MODERATE
PT-1079,Nagaland,25.52507,94.09815,1846,40.23,145,0.89,2.97,0.62,0.41,1.23,16.3,102.9,63.7,1.79,0,LOW
PT-1080,Sikkim,27.65299,88.95671,2261,39.9,13,0.94,5.34,0.97,0.37,1.99,143.4,239.1,96.8,1.12,1,SEVERE
PT-1081,Sikkim,27.38325,88.62022,1788,46.26,229,0.8,4.25,1.92,0.3,1.75,4.4,103.3,66.8,1.28,0,LOW
PT-1082,Nagaland,25.3758,93.94434,2306,39.4,24,0.96,3.35,2.14,0.49,2.08,25.6,59.4,55.0,1.33,0,LOW
PT-1083,Sikkim,27.40816,88.21807,2185,32.99,181,0.87,5.04,1.35,0.47,1.45,20.3,200.3,92.1,1.63,0,LOW
PT-1084,Assam (Dima Hasao),25.29836,92.5979,1255,41.51,130,0.93,9.51,1.02,0.35,1.78,13.8,51.6,59.9,1.38,0,LOW
PT-1085,Sikkim,26.7685,89.17579,2480,35.53,159,0.97,4.46,0.15,0.38,1.26,33.2,125.3,76.7,1.82,0,LOW
PT-1086,Sikkim,26.75358,88.78612,2045,33.93,282,0.79,5.14,1.69,0.52,2.39,0.2,56.3,62.4,1.34,0,LOW
PT-1087,Nagaland,25.46,93.59654,2644,38.64,19,0.96,3.38,1.84,0.48,3.04,46.6,224.9,95.9,0.87,1,SEVERE
PT-1088,Nagaland,25.3184,94.09838,1575,33.55,195,0.92,5.96,0.31,0.54,3.1,33.2,205.4,90.0,1.0,0,MODERATE
PT-1089,Mizoram,23.41789,93.1071,1826,40.62,107,0.92,11.33,1.51,0.43,2.28,49.8,138.4,70.6,1.15,0,MODERATE
PT-1090,Mizoram,23.31817,92.62694,2161,50.99,13,0.81,2.93,1.07,0.39,2.86,26.4,180.2,86.3,0.81,1,SEVERE
PT-1091,Sikkim,27.48699,88.79253,2950,41.13,279,0.97,6.01,0.59,0.44,2.65,45.3,206.3,93.2,0.92,1,SEVERE
PT-1092,Tripura,24.401,92.32694,1900,33.04,11,0.68,7.93,1.41,0.55,3.04,84.5,240.0,98.0,0.96,1,SEVERE
PT-1093,Manipur,25.733,93.78494,2579,46.16,231,0.98,8.37,1.2,0.4,1.51,48.8,125.5,76.9,1.38,0,LOW
PT-1094,Meghalaya,24.58406,91.79083,1969,28.43,163,0.82,3.45,1.87,0.57,1.84,45.3,75.4,63.1,1.8,0,LOW
PT-1095,Nagaland,26.20098,94.00308,2166,25.17,138,0.96,4.79,0.99,0.6,1.33,22.6,193.2,89.2,2.17,0,LOW
PT-1096,Tripura,24.1175,91.31003,1797,32.76,60,0.58,9.91,1.76,0.46,1.78,114.9,235.9,93.7,1.4,0,LOW
PT-1097,Mizoram,23.92903,93.08018,2118,34.95,193,0.84,6.57,1.07,0.51,2.77,22.9,86.2,59.4,1.23,0,MODERATE
PT-1098,Manipur,25.50241,93.75965,1910,32.31,127,0.93,9.85,1.0,0.44,2.13,29.3,69.5,58.7,1.52,0,LOW
PT-1099,Manipur,24.83081,94.59747,2595,30.2,322,0.87,4.96,0.36,0.5,2.26,15.0,118.2,71.3,1.46,0,LOW
PT-1100,Assam (Dima Hasao),25.3069,93.4664,2230,38.77,245,0.79,14.96,1.21,0.44,1.15,89.5,119.2,67.0,1.9,0,LOW
PT-1101,Nagaland,25.7838,94.29803,1839,37.89,307,0.93,2.95,1.82,0.39,1.9,32.2,114.5,65.2,1.38,0,LOW
PT-1102,Meghalaya,25.68722,91.81255,2506,35.73,48,0.81,6.98,1.57,0.52,1.79,38.8,135.6,72.5,1.45,0,LOW
PT-1103,Nagaland,25.5947,94.17034,1777,47.09,140,0.81,4.59,0.94,0.29,2.66,121.3,259.6,98.0,0.83,1,SEVERE
PT-1104,Meghalaya,25.35023,92.47346,1864,27.55,21,0.84,11.03,1.63,0.58,2.02,5.1,33.2,50.0,1.88,0,LOW
PT-1105,Nagaland,26.02473,94.39768,1618,26.92,320,0.88,3.27,0.99,0.55,2.36,36.4,147.4,79.4,1.51,0,LOW
PT-1106,Tripura,23.69394,91.85807,1490,15.55,46,0.6,8.22,2.16,0.67,1.11,7.2,121.1,68.4,3.0,0,LOW
